startsecond	text
1053.16	which basically showed us that there were large-scale fluctuations,
1057.16	and actually fluctuations on several scales. You can kind of see that.
1060.16	Since then we've had WMAP,
1062.16	which just gives us higher angular resolution.
1064.16	We see the same large-scale structure,
1065.16	but we see additional small-scale structure.
1068.16	And on the bottom right is if the satellite had flipped upside down
1072.16	and mapped the Earth, what kind of a map we would have got of the Earth.
1075.16	You can see, well, you can, kind of pick out
1077.16	all the major continents, but that's about it.
1080.16	But what we're hoping when we get to Planck, we'll have resolution
1082.16	about equivalent to the resolution you see of the Earth there,
1086.16	where you can really see the complicated pattern that exists on the Earth.
1091.16	And you can also tell, because of the sharp edges
1093.16	and the way things fit together, there are some non-linear processes.
1097.16	Geology has these effects,
1099.16	which is moving the plates around and so forth.
1102.16	You can see that just from the map alone.
1104.16	We want to get to the point in our maps of the early universe
1106.16	we can see whether there are any non-linear effects
1109.16	that are starting to move, to modify, and are giving us a hint about how
1114.16	space-time itself was actually created at the beginning moments.
1116.16	So that's where we are today,
1118.16	and that's what I wanted to give you 
1118.16	a flavor of.
1121.16	Give you a different view about what the design
1123.16	and what everything else looks like.
1127.16	Thank you.
1128.16	(Applause)
